Date,Emotion_Label,Emotion_Probability,Original_Tweet,Cleaned_Tweet,Similarity_Score,Original_Length,Cleaned_Length,Length_Difference,Original_Language,Original_Likes,Original_Retweets,Original_Replies,Original_Hashtags,Original_URLs
2019-11-27,surprise,0.6261264681816101,🚨NEW BLOG ALERT 🚨  #AI – the buzzword that immediately takes your imagination to a future world controlled by machines and robots...  But the reality is that artificial intelligence is already being used in our day-to-day lives. READ MORE ⬇️  https://t.co/bxXNFSFh44,new blog alert ai buzzword immediately takes imagination future world controlled machines robots... reality artificial intelligence already used daytoday lives. read more,0.4634146341463415,266,170,96,en,7,0,0,['ai'],['https://www.mhranalytics.com/blog/7-everyday-artificial-intelligence-examples/']
2021-01-31,surprise,0.4290543496608734,"Finally started the Indigenous Protocol and Artificial Intelligence position paper by @jaspernotwell and many amazing folks and I really wish I had a paperback version to carry around! Too many gems to summarize in a thread, go check it out yourselves ;)   https://t.co/5aqEBpu1YA","finally started indigenous protocol artificial intelligence position paper many amazing folks really wish paperback version carry around! many gems summarize thread , go check out yourselves;",0.55,280,191,89,en,1,1,0,[],['https://www.indigenous-ai.net/position-paper/']
2020-03-29,surprise,0.4969719350337982,The artificial intelligence market will be worth a lot. AI will contribute $15.7 trillion to the global economy by 2030. Let’s find out “10 Mind-Blowing Stats About Artificial Intelligence” YT Link:…  https://t.co/hiJzIS0tfd,artificial intelligence market worth lot. ai contribute. trillion global economy. let s find out mindblowing stats artificial intelligence yt link:,0.34285714285714286,224,147,77,en,0,0,0,[],['https://www.instagram.com/p/B-VpP1CgB8n/?igshid=j1iwnll9zg3k']
2018-01-30,surprise,0.3560993373394012,4th Industrial Revolution - Industrial #InternetOfThings #Industry40  https://t.co/ib0Nkf2HZI #IoT #IIoT #AI #ML #DL #ArtificialIntelligence by #mclynd,4th industrial revolution industrial internetofthings industry40 iot iiot ai ml dl artificialintelligence mclynd,0.125,151,112,39,en,0,0,0,"['internetofthings', 'industry40', 'iot', 'iiot', 'ai', 'ml', 'dl', 'artificialintelligence', 'mclynd']",['http://snip.ly/wsinf']
2018-04-22,surprise,0.3782616257667541,AI IN E-COMMERCE: How artificial intelligence can help retailers deliver the highly personalized experiences shoppers desire  https://t.co/Q9OrjyDaEr  https://t.co/UXkqAWgtNB,ai ecommerce: artificial intelligence help retailers deliver highly personalized experiences shoppers desire,0.5789473684210527,174,108,66,en,0,0,0,[],['https://ift.tt/2w8rrgS']
2018-05-29,surprise,0.6070975661277771,The Rise of Artificial Intelligence is Projected to Accelerate – PR Newswire (press release)  https://t.co/e2tx7ZPQJ8,rise artificial intelligence projected accelerate pr newswire press release,0.4117647058823529,117,75,42,en,0,0,0,[],['https://ift.tt/2IUE9td']
2018-04-19,surprise,0.4462731480598449,"Artificial Intelligence (AI) is transforming many human activities ranging from daily chores to highly sophisticated tasks. But unlike many other industries, the higher education sector has yet to be really influenced by AI. Here a… https://t.co/4Vk2jDnNO4  https://t.co/kyljvZrtU2","artificial intelligence ai transforming many human activities ranging daily chores highly sophisticated tasks. unlike many other industries , higher education sector yet really influenced ai. here",0.5789473684210527,281,196,85,en,0,0,0,[],"['https://lnkd.in/ggxjK6T', 'https://lnkd.in/g2Xd_-d']"
2019-03-31,surprise,0.4677839279174804,Artificial intelligence used in kitchen bin  https://t.co/nTUGTw97Ks,new post artificial intelligence used kitchen bin published,0.5,68,59,9,en,0,0,0,[],['https://ift.tt/2OD0jj4']
2019-03-28,surprise,0.4627614319324493,"“Mirror, mirror on the wall… What’s my PERSONALITY?”   Do you trust #artificialintelligence to rate your personality from your looks? 🧐👩🏽‍🦱👨‍🦱👩🏻‍⚕️ 🔮 9,4,6,3  #AI #ML mt @marcusborba @Paula_Piccard #AIethics #TechNews #EmergingTech #Biometrics #techforgood    https://t.co/b0HoB9yj8W","mirror , mirror wall s personality? trust artificialintelligence rate personality looks? , , , ai ml mt aiethics technews emergingtech biometrics techforgood",0.13636363636363635,283,157,126,en,5,2,0,"['artificialintelligence', 'ai', 'ml', 'aiethics', 'technews', 'emergingtech', 'biometrics', 'techforgood']",[]
2019-05-31,surprise,0.3414400219917297,"Virtual reality, augmented reality, artificial intelligence. What does all this new technology mean for companies, and how do you leverage experience-based marketing to the fullest for your brand?  https://t.co/EYT7jwaV84 #VR #AI @rockpapersimple","virtual reality , augmented reality , artificial intelligence. all new technology mean companies , leverage experiencebased marketing fullest brand? vr ai",0.3333333333333333,246,154,92,en,1,0,0,"['vr', 'ai']",['https://buff.ly/2Z3pIH1']
2017-01-29,surprise,0.6973041892051697,IDG Contributor Network: Whats next for artificial intelligence in the enterprise -  https://t.co/Uof25jXFFo,idg contributor network: whats next artificial intelligence enterprise,0.6153846153846154,108,70,38,en,0,0,0,[],['http://www.computerworld.com/article/2872312/whats-next-for-artificial-intelligence-in-the-enterprise.html#tk.rss_emergingtechnologycenterstage']
2017-01-28,surprise,0.4246254861354828,Conscious #ArtificialIntelligence is taking it's first baby steps right now...  https://t.co/x69oGGzagU #AI #Consciousness #QuantumMechanics,conscious artificialintelligence taking first baby steps right now... ai consciousness quantummechanics,0.3888888888888889,140,103,37,en,0,0,0,"['artificialintelligence', 'ai', 'consciousness', 'quantummechanics']",['http://bit.ly/1srNM5R']
2020-01-31,surprise,0.4500323235988617,Why calculate #samestore #sales?  Read today’s Data Driven Daily:  https://t.co/F4TGYRJJ3i  #automatedbusinessanalysis #artificialintelligence #AI #datascience #businessintelligence #BI #KPI #ecommerce #retailers #retail #retailtech,calculate samestore sales? read today s data driven daily: automatedbusinessanalysis artificialintelligence ai datascience businessintelligence bi kpi ecommerce retailers retail retailtech,0.1388888888888889,232,188,44,en,4,0,0,"['samestore', 'sales', 'automatedbusinessanalysis', 'artificialintelligence', 'ai', 'datascience', 'businessintelligence', 'bi', 'kpi', 'ecommerce', 'retailers', 'retail', 'retailtech']",['http://bit.ly/2GkvLj5']
2019-04-30,surprise,0.5622844696044922,"Only 1 month until the #AtlantecConference """"The are of artificial intelligence and machine learning, new paradigm or false dawn?"""" have you got your tickets yet?   https://t.co/ne7c5MQiVa","month until atlantecconference artificial intelligence machine learning , new paradigm false dawn? got tickets yet?",0.36666666666666664,188,115,73,en,2,2,0,['atlantecconference'],['https://atlantec.clr.events/event/127733:atlantec-conference-2019']
2017-12-15,surprise,0.4264217615127563,How Artificial Intelligence is transforming the banking industry  https://t.co/l9aY7x6lOC,: artificial intelligence transforming banking industry ai machinelearning fintech ml digital banking martech tech,0.29411764705882354,89,114,-25,en,0,0,0,[],['http://bit.ly/2o6pkd1']
2017-03-28,surprise,0.4388812780380249,"#AI Artificial intelligence has seen several breakthroughs in recent years, with games such as checkers, chess…  https://t.co/oU37L6kgBY","ai artificial intelligence seen several breakthroughs recent years , games such checkers , chess",0.36363636363636365,136,96,40,en,0,1,0,['ai'],['https://goo.gl/fb/LFYWha']
2020-01-28,surprise,0.3610340058803558,"#ArtificialIntelligence is one of the most important inventions – belonging on a fantasy ‘Mt. Rushmore of technologies’ alongside electricity, steam engines, and the internet. But, in it’s current incarnation, #AI isn’t very smart @thenextweb @mrgreene1977  https://t.co/7nKpPcC27D","artificialintelligence one most important inventions belonging fantasy mt. rushmore technologies alongside electricity , steam engines , internet. , s current incarnation , ai isn smart",0.2727272727272727,281,185,96,en,1,0,0,"['artificialintelligence', 'ai']",['https://hubs.ly/H0mMJBs0']
2017-12-28,surprise,0.4481687247753143,RT @precisionclass: Researchers Find New Exoplanet Using #ArtificialIntelligence  https://t.co/0JQ2luPIKr #AI #IoT #InternetOfThings #IIoT #IndustrialIoT #Industry40 #ML #DL #MachineLearning #DeepLearning #BigData #BlockChain #Technology #Business,: researchers find new exoplanet using artificialintelligence ai iot internetofthings iiot industrialiot industry40 ml dl machinelearning deeplearning bigdata blockchain technology business,0.1282051282051282,247,189,58,en,0,0,0,"['artificialintelligence', 'ai', 'iot', 'internetofthings', 'iiot', 'industrialiot', 'industry40', 'ml', 'dl', 'machinelearning', 'deeplearning', 'bigdata', 'blockchain', 'technology', 'business']",['https://www.telesurtv.net/english/news/Researchers-Find-New-Exoplanet-Using-Artificial-Intelligence-20171215-0010']
2019-03-28,surprise,0.6759481430053711,Robo-worlds collided today in San Francisco when Nimbo stopped by @CafeXapp for a quick afternoon latte. It's safe to say the future is here 😎  #SanFrancisco #CafeX #robot #robotics #robots #automation #ArtificialIntelligence #coffee #SiliconValley #future #startup #security  https://t.co/ZvI75vZhAE,roboworlds collided today san francisco nimbo stopped quick afternoon latte. safe say future here sanfrancisco cafex robot robotics robots automation artificialintelligence coffee siliconvalley future startup security,0.26,300,217,83,en,9,2,1,"['sanfrancisco', 'cafex', 'robot', 'robotics', 'robots', 'automation', 'artificialintelligence', 'coffee', 'siliconvalley', 'future', 'startup', 'security']",[]
2019-11-28,surprise,0.7583565711975098,Is Self-Replicating AI Real? #ArtificialIntelligence #ai via  https://t.co/oB3RIUzF4r  https://t.co/zFV1yz5IoS,selfreplicating ai real? artificialintelligence ai,0.18181818181818182,110,50,60,en,0,0,0,"['artificialintelligence', 'ai']","['http://twinybots.ch', 'https://medium.com/cantors-paradise/neural-quine-is-self-replicating-ai-real-edcdaaf0dc34?source=friends_link&sk=f091e9c738e4e73b9197c53046792fa9']"
2019-01-29,surprise,0.6497810482978821,UK an #ArtificialIntelligence jobs leader  https://t.co/HesvPXmHPZ #AIJobs  https://t.co/WAtptnMZLB,uk world leader jobs artificialintelligence last?,0.2727272727272727,99,49,50,en,0,0,0,"['artificialintelligence', 'aijobs']",['https://tehq.co/2ToL7Ig']
2018-03-28,surprise,0.4146353602409363,"Internationally-renowned Artificial Intelligence platform, Invacio, recently announced that they have started their Initial Coin Offering last 12th Ma...  https://t.co/Kn2HSoUfzY","internationallyrenowned artificial intelligence platform , invacio , recently announced started initial coin offering last 12th ma...",0.4782608695652174,178,133,45,en,0,0,0,[],['https://themerkle.com/internationally-renowned-artificial-intelligence-platform-invacio-recently-announced-that-they-have-started-their-initial-coin-offering-last-12th-march-2018/']
2020-02-29,surprise,0.6127303242683411,Can Machines And Artificial Intelligence Be Creative?  https://t.co/8gIxk2Y14w,machines artificial intelligence creative? artificialintelligence,0.4444444444444444,78,65,13,en,0,0,0,[],['http://dlvr.it/RQykxh']
2017-05-28,surprise,0.5924987196922302,The latest The  Kevin Clements Times!  https://t.co/uruk9i5DXs #artificialintelligence #bigdata,latest kevin clements times! artificialintelligence bigdata,0.4,95,59,36,en,0,0,0,"['artificialintelligence', 'bigdata']",['http://paper.li/kevinclementscc?edition_id=674aeee0-439d-11e7-9df2-0cc47a0d1605']
2019-09-30,surprise,0.7813270092010498,"I saw efforts in electric mobility, Internet of Things, healthcare, Artificial Intelligence at more at the Research Hub earlier today.   All these start-ups should create unique Indian brands which will make their place in the world market in future #TNWelcomesModi  https://t.co/ZYJ2Cs1NxL","saw efforts electric mobility , internet things , healthcare , artificial intelligence more research hub earlier today. all startups create unique indian brands make place world market future tnwelcomesmodi",0.4883720930232558,290,206,84,en,8,3,0,['tnwelcomesmodi'],[]
2017-12-14,surprise,0.4895139038562774,innovations.io: Unmissable Opportunity Asset for the #ai #ArtificialIntelligence #machinelearning #datascience #io #Developers  https://t.co/x0gZsMlPoE is for sale on @flippa!  https://t.co/GkEaiV6TE4 …  https://t.co/jd9tW65pN3,innovations. io: unmissable opportunity asset ai artificialintelligence machinelearning datascience io developers sale!,0.10344827586206896,227,119,108,en,0,0,0,"['ai', 'artificialintelligence', 'machinelearning', 'datascience', 'io', 'developers']","['http://community.Predictions.io', 'https://flippa.com/9354250-predictions-io', 'http://ow.ly/bomG50fIdjB']"
2018-08-28,surprise,0.360438585281372,How #AI and #machinelearning are impacting #credit scoring:  https://t.co/dIJyMBMsDA #Fintech #ML #ArtificialIntelligence  https://t.co/2FSnG6bHbD,ai machinelearning impacting credit scoring: fintech ml artificialintelligence,0.10526315789473684,146,78,68,en,3,1,0,"['ai', 'machinelearning', 'credit', 'fintech', 'ml', 'artificialintelligence']",['https://buff.ly/2wiI3E2']
2020-01-29,surprise,0.3412284851074219,The Future of Artificial Intelligence for Europe...Science and Technology Options Assessment...  Panel discussion 1815-2000 CET 29-01-2020.  #ai #artificialintelligence  https://t.co/rJToHzyX6x,future artificial intelligence europe... science technology options assessment... panel discussion cet. ai artificialintelligence,0.3333333333333333,193,129,64,en,0,0,0,"['ai', 'artificialintelligence']",['https://lnkd.in/etdHGWE']
2018-01-30,surprise,0.7904096245765686,"With heavy hitters like #Amazon, #Google, and #Facebook swooping into the #ArtificialIntelligence (AI) market, you may be wondering about the implications of #AI for your business. #machinelearning #aibusiness  https://t.co/wc4D5l0Jf6  https://t.co/5cxfNJqOKp","heavy hitters like amazon , google , facebook swooping artificialintelligence ai market , may wondering implications ai business. machinelearning aibusiness",0.21052631578947367,259,156,103,en,0,0,0,"['amazon', 'google', 'facebook', 'artificialintelligence', 'ai', 'machinelearning', 'aibusiness']",['http://ow.ly/UVJC30hVLim']
2020-06-28,surprise,0.5605424642562866,AI 101: Demystifying Artificial Intelligence  https://t.co/QdC0XdjEou,artificial intelligence create more jobs? ai artificialintelligence careers machinelearning onlinelearning,0.23076923076923078,69,106,-37,en,0,0,0,[],['http://upflow.co/l/YOfH']
2017-05-30,surprise,0.5401615500450134,"New report from #Forrester! The Impact of Mobility, the #IoT and Artificial Intelligence on the Future of Business  https://t.co/DIUum0H4XL  https://t.co/EZeh4N2BSD","new report forrester! impact mobility , iot artificial intelligence future business",0.3333333333333333,164,83,81,en,1,0,0,"['forrester', 'iot']",['http://bit.ly/2skzrIk']
2019-11-28,surprise,0.6495095491409302,Is this actually artificial intelligence? We drew you a flowchart to work it out.  https://t.co/NIVBE3GXFF,: actually artificial intelligence? drew flowchart work out.,0.4375,106,60,46,en,47,15,0,[],['http://bit.ly/2OWyzqg']
2019-05-30,surprise,0.4468078315258026,Artificial Intelligence vs Machine Learning vs Deep Learning  https://t.co/yFv5beHcHu via @BizSugar,artificial intelligence vs machine learning vs deep learning ai artificialintelligence machinelearning deeplearning,0.46153846153846156,99,115,-16,en,1,0,1,[],['https://www.decipherzone.com/blog-detail/Artificial-Intelligence-vs-Machine-Learning-vs-Deep-Learning']
2017-11-23,surprise,0.5833837389945984,Report: Artificial Intelligence promises to boost solar and wind power output  https://t.co/k2VmY6egxN,report: artificial intelligence promises boost solar wind power output,0.75,102,70,32,en,0,0,0,[],['https://www.businessgreen.com/bg/news/3021710/report-artificial-intelligence-promises-to-boost-solar-and-wind-power-output']
2017-07-13,surprise,0.6738635301589966,What are the biggest challenges #ArtificialIntelligence face?  https://t.co/wXnp9M22Wy #AI  https://t.co/zhmRIfFA23,: biggest challenges artificialintelligence face? ai,0.23076923076923078,115,52,63,en,0,0,0,"['artificialintelligence', 'ai']",['http://bit.ly/2vfIwUy']
2017-07-31,surprise,0.8787551522254944,"REPORT: """"TALKING"""" ROBOTS CONFIRMED??? - #ArtificialIntelligence #AI",report: talking robots confirmed??? artificialintelligence ai,0.3,69,61,8,en,0,1,0,"['artificialintelligence', 'ai']",[]
2017-03-30,surprise,0.4363029301166534,"Artificial Intelligence and Internet of Things Attract Almost Half of InsurTech Funding Globally in 2016, According  https://t.co/FIp9rs5VJk","artificial intelligence internet things attract almost half insurtech funding globally , according",0.6470588235294118,140,98,42,en,0,0,0,[],['http://www.feel-on.jp/international-2/international-english/2077383.html']
2018-04-29,surprise,0.6124171018600464,#AI Read The Artificial Intelligence Daily ! Today's headlines:  https://t.co/I6UqBOXdBQ #deeplearning,ai read artificial intelligence daily! today's headlines: deeplearning,0.35714285714285715,102,70,32,en,1,3,0,"['ai', 'deeplearning']",['https://paper.li/mscavazzin/1480933169?edition_id=c684ce10-4b96-11e8-839b-002590a5ba2d']
2019-01-30,surprise,0.5285031199455261,"#WhereInTheWorldWednesday brings us to Dubai's new taxi center: """"the entity will also integrate artificial intelligence in serving the Airport Taxi, digital ads, and smart booking""""  https://t.co/g58UTvvm96 #AI #ArtificialIntelligence #MachineLearning #DataScience #Tech","whereintheworldwednesday brings us dubai's new taxi center: entity also integrate artificial intelligence serving airport taxi , digital ads , smart booking ai artificialintelligence machinelearning datascience tech",0.375,271,215,56,en,0,0,0,"['whereintheworldwednesday', 'ai', 'artificialintelligence', 'machinelearning', 'datascience', 'tech']",['http://bit.ly/2UmrDnp']
2018-02-28,surprise,0.8638606071472168,"@huaweientza @HuaweiZA how true that The Hauwei mate 10 Pro phone has AI(Artificial intelligence) Processor ,you look at the phone and it will type what you thinking...?","true hauwei mate pro phone ai artificial intelligence processor , look phone type thinking...?",0.3103448275862069,169,94,75,en,0,0,0,[],[]
2017-11-24,surprise,0.5134259462356567,@Magickal0711 @theTravisCotton @Lee_in_Iowa @KamalaHarris @blueslovr Technology such as artificial intelligence to hunt down a killer before the killer comes up with a plan.. or decides to rent a van.. or Home Depot truck..  This making sense yet Rev?  I sure hope so,technology such artificial intelligence hunt down killer killer comes up plan.. decides rent van.. home depot truck.. making sense yet rev? sure hope,0.5945945945945946,267,149,118,en,0,0,0,[],[]
2017-12-29,surprise,0.3988274037837982,AI in 2018: Experts predict what happens next  https://t.co/k05eEIOENL #AI #ArtificialIntelligence #MachineLearning,ai: experts predict happens next artificialintelligence machinelearning robotics iot rpa automation tech robots ai autonomous automation chatbots technology computerlove computer letest,0.18518518518518517,115,185,-70,en,0,1,0,"['ai', 'artificialintelligence', 'machinelearning']",['http://bit.ly/2DszKX8']
2021-01-29,surprise,0.4962077140808105,"""""Artificial intelligence, machine learning, cloud technology, distributed ledger, quantum computing (...) have the potential to disrupt each and every business model (...) we are at the beginning rather than at the end of digitalising the financial system"""". https://t.co/235sgmQkPH","artificial intelligence , machine learning , cloud technology , distributed ledger , quantum computing... potential disrupt each every business model... beginning rather end digitalising financial system.",0.3333333333333333,283,204,79,en,1,4,0,[],['https://www.bis.org/review/r210129a.pdf']
2017-12-13,surprise,0.4890400767326355,GOOGLE opening artificial intelligence center in China -- even though it's blocked there...  https://t.co/hbl62U97Sf,google opening artificial intelligence center china even though blocked there...,0.7142857142857143,116,80,36,en,0,0,0,[],['https://goo.gl/fb/NXv5uQ']
2017-01-30,joy,0.811185359954834,"#TradeIdeas Holly doesn't see a knife or a floor, just opportunity  https://t.co/ABKP3Js5rm  #ArtificialIntelligence  https://t.co/90STEIKUrd","tradeideas holly see knife floor , opportunity artificialintelligence",0.23529411764705882,141,69,72,en,2,2,0,"['tradeideas', 'artificialintelligence']",['http://ln.is/snip.ly/aOqhl']
2019-10-30,joy,0.7568643093109131,Using AI to help achieve Sustainable Development Goals #ArtificialIntelligence #ba   https://t.co/IHuK6fwr2M,"using ai help achieve sustainable development goals artificialintelligence , ba businessanalytics , businessanalytics ba , datascience , machinelearning",0.4117647058823529,108,152,-44,en,0,0,0,"['artificialintelligence', 'ba']",['https://www.undp.org/content/undp/en/home/blog/2019/Using_AI_to_help_achieve_Sustainable_Development_Goals.html']
2018-10-30,joy,0.6958964467048645,"""""#Robots = friends in learning electronic assistance""""  #AI and its many powers to transform the society! Great initiative by @heriotwatt_soss @HWUDubai  #industryweek event discussing #ArtificialIntelligence #machinelearning",robots friends learning electronic assistance ai many powers transform society! great initiative industryweek event discussing artificialintelligence machinelearning,0.34375,226,165,61,en,3,1,0,"['robots', 'ai', 'industryweek', 'artificialintelligence', 'machinelearning']",[]
2017-09-29,joy,0.8164007067680359,#ArtificialIntelligence #AI has the potential to greatly improve and change #education systems across the world  https://t.co/6u7C3mdaE3  https://t.co/cjKEC7VlbW,artificialintelligence ai potential greatly improve change education systems across world,0.3684210526315789,161,89,72,en,0,0,0,"['artificialintelligence', 'ai', 'education']",['http://bit.ly/2ydGk5m']
2019-09-29,joy,0.6919768452644348,KR38R can make chart-topping hip hop instantly  https://t.co/v6KpAPlcl2 #beats #music #hiphop #trap #musicproducer #soundcloud #typebeat #AI #ArtificialIntelligence #DeepLearning #Tech #Automation #Innovation #SupportMusic #ML  https://t.co/aTDPBP0xxa,kr38r make charttopping hip hop instantly beats music hiphop trap musicproducer soundcloud typebeat ai artificialintelligence deeplearning tech automation innovation supportmusic ml,0.125,251,181,70,en,1,0,0,"['beats', 'music', 'hiphop', 'trap', 'musicproducer', 'soundcloud', 'typebeat', 'ai', 'artificialintelligence', 'deeplearning', 'tech', 'automation', 'innovation', 'supportmusic', 'ml']",['http://ow.ly/W3E730l0wZY']
2018-09-28,joy,0.5702418088912964,BootstrapLabs Announces Fourth Annual Artificial Intelligence Conference  https://t.co/SQOgL8fhzd,bootstraplabs announces fourth annual artificial intelligence conference pr newswire press release,0.5833333333333334,97,98,-1,en,3,1,0,[],['http://dlvr.it/Qlhyn1']
2018-07-30,joy,0.7207839488983154,"This fall, @MontourSD will become America’s first public school to offer a program focused on #artificialintelligence. Students will get to explore and use #AI to “cultivate, nurture, and enhance initiatives"""" for the public good.  https://t.co/AF9q6Ru2b3 #STEM #edtech","fall , become america s first public school offer program focused artificialintelligence. students get explore use ai cultivate , nurture , enhance initiatives public good. stem edtech",0.3023255813953488,269,184,85,en,4,1,0,"['artificialintelligence', 'ai', 'stem', 'edtech']",['http://bit.ly/2JCmNwJ']
2017-12-29,joy,0.4013248980045318,".@prithbanerjee """" #Bigdata has spawned the current interest and increased investment in #ArtificialIntelligence"""" #STinsights  https://t.co/kxURUUPHBN",. bigdata spawned current interest increased investment artificialintelligence stinsights,0.2631578947368421,151,89,62,en,0,0,0,"['bigdata', 'artificialintelligence', 'stinsights']",['https://straighttalk.hcltech.com/artificial-intelligence-5-technology-executives-report-front-lines']
2017-08-30,joy,0.9362005591392516,#natgas: Final step (2.934) for (#AI = #ArtificialIntelligence) #prediction is good. Enjoy your #Profit  https://t.co/dPtk3BYxyF,natgas: final step. ai artificialintelligence prediction good. enjoy profit,0.14285714285714285,128,75,53,en,1,0,1,"['natgas', 'ai', 'artificialintelligence', 'prediction', 'profit']",[]
2018-11-28,joy,0.9285210371017456,"#AI could spur global growth as much as the steam engine did, study shows  https://t.co/bX7c8vdJlF  via @cnbc #EmergingTech #artificialintelligence #futurism #IoT #BigData  https://t.co/VJqMQzV2aU","ai spur global growth much steam engine , study shows emergingtech artificialintelligence futurism iot bigdata",0.27586206896551724,196,110,86,en,0,0,0,"['ai', 'emergingtech', 'artificialintelligence', 'futurism', 'iot', 'bigdata']",['https://okt.to/04tzoI']
2020-06-26,joy,0.8046817779541016,"It's #AlohaFriday! 🌴 Enjoy your weekend and these super cool photos taken by EAO Visiting Scientist, Pablo Torne, using a neural networking and artificial intelligence app called #Prisma on his cell phone! #Wow #Technology #Art #STEAM  https://t.co/b8hjkUXNBa","alohafriday! enjoy weekend super cool photos taken eao visiting scientist , pablo torne , using neural networking artificial intelligence app called prisma cell phone! wow technology art steam",0.4,259,192,67,en,5,0,0,"['alohafriday', 'prisma', 'wow', 'technology', 'art', 'steam']",[]
2019-02-27,joy,0.4125424325466156,"Morgan Stanley talks Tech, Media and Telecom at #TMT2019 in San Francisco, covering topics such as 5G, artificial intelligence and medtech, key media debates, the future of video gaming and more.  https://t.co/YsIGXtJ5KE","morgan stanley talks tech , media telecom tmt2019 san francisco , covering topics such 5g , artificial intelligence medtech , key media debates , future video gaming more.",0.4444444444444444,220,171,49,en,0,0,0,['tmt2019'],['https://www.morganstanley.com/Themes/tech-media-telecom-trends-insights-outlook?ET_MID=noloc']
2017-02-26,joy,0.5021485090255737,MIT's 'Super Smash Bros.' AI can compete with veteran players  https://t.co/kKXWyBgprr #ai #artificialintelligence,mit's super smash bros. ai compete veteran players ai artificialintelligence,0.375,114,76,38,en,1,0,0,"['ai', 'artificialintelligence']",['http://engt.co/2lp4QpY']
2018-08-30,joy,0.6012402176856995,#ArtificialIntelligence will make #healthcare more accessible and affordable  https://t.co/oTdht2Qgj4  via @livemint #PublicHealth #AI #BigData #IoT  https://t.co/RrX1SCdbGh,artificialintelligence make healthcare more accessible affordable publichealth ai bigdata iot,0.18181818181818182,173,93,80,en,0,1,0,"['artificialintelligence', 'healthcare', 'publichealth', 'ai', 'bigdata', 'iot']",['https://okt.to/hJdKMy']
2018-07-30,joy,0.5348048806190491,"With Mr. Obaid Almheiri, Chairman of SPITAL Technology and Mr. Habib Halabi, CEO of Falcon Eye Technology, during the """" Artificial Intelligence Tour"""" conference held in Abu Dhabi.  https://t.co/v8YI3d4tgn","mr. obaid almheiri , chairman spital technology mr. habib halabi , ceo falcon eye technology , artificial intelligence tour conference held abu dhabi.",0.4838709677419355,206,150,56,en,3,0,1,[],['https://www.instagram.com/p/Bl2nDBzBMN3/?utm_source=ig_twitter_share&igshid=1gzmwx9fh76p']
2017-08-28,joy,0.6155520081520081,These three countries are winning the global robot race - CNNMoney   https://t.co/Snu8xHGtiF ArtificialIntelligence AI  https://t.co/iV8QS1mUNq,three countries winning global robot race cnnmoney artificialintelligence ai,0.6,143,76,67,en,1,1,0,[],['https://goo.gl/sqzimH']
2021-01-30,joy,0.6423549056053162,Artificial intelligence,featured courses artificial intelligence unity beginner's guide artificialintelligence ai computergames unity programming game development gamedevelopment,0.14285714285714285,23,154,-131,fr,0,1,0,[],[]
2019-02-27,joy,0.6926285624504089,The vice minister @lofioramonti @MiurSocial closes the @vision_claire symposium in Rome at @StampaCnr expressing the strong interest of Italian government for research on Artificial Intelligence and for supporting it as much as possible @AI_x_IA  https://t.co/eFrWkJnw6V,vice minister closes symposium rome expressing strong interest italian government research artificial intelligence supporting much possible,0.5161290322580645,270,139,131,en,5,2,0,[],[]
2017-07-28,joy,0.3751283884048462,Artificial Intelligence Company AFanta Launches Beta Version of iFacePlay  https://t.co/8jk4i5BaD8,artificial intelligence company afanta launches beta version ifaceplay,0.8,98,70,28,en,0,0,0,[],['http://ift.tt/2eVLdHJ']
2018-02-26,joy,0.3586339652538299,"IDG Contributor Network: How to win the recruitment war for machine learning talent - As the uses of Artificial Intelligence (AI) technology expand into every industry, companies like yours might be looking to hire experienced AI and, more specificall...  https://t.co/d5t8R81iEQ","idg contributor network: win recruitment war machine learning talent uses artificial intelligence ai technology expand every industry , companies like yours might looking hire experienced ai , more specificall...",0.625,279,212,67,en,0,0,0,[],['http://ow.ly/e03C50gDRuD']
2019-01-30,joy,0.5651893019676208,"@SHRMindia @jasonaverbook 1. Working Remotely 2. Interacting wid #AI #artificialintelligence 3. Meaningful Human Connections 4. Dealing wid mobile workforce 5. Dealing wid #gigeconomy workforce It will hv impact tech adoption, #digitisation, job creation, displacement #SHRMTechDubai @SHRMMEA @SHRMindia",". working remotely. interacting wid ai artificialintelligence. meaningful human connections. dealing wid mobile workforce. dealing wid gigeconomy workforce hv impact tech adoption , digitisation , job creation , displacement shrmtechdubai",0.29545454545454547,303,238,65,en,9,4,0,"['ai', 'artificialintelligence', 'gigeconomy', 'digitisation', 'shrmtechdubai']",[]
2018-05-30,joy,0.898307204246521,#DataBlockChain is a fusion of big data and artificial intelligence on blockchain technology. The project looks very promising. Data Blockchain as one of the most successful and promising projects based on Blockchain technology.,datablockchain fusion big data artificial intelligence blockchain technology. project looks promising. data blockchain one most successful promising projects based blockchain technology.,0.6153846153846154,228,186,42,en,0,0,0,['datablockchain'],[]
2017-12-13,joy,0.5928114652633667,Google is opening a China-based research lab focused on artificial intelligence | TechCrunch &lt;smart move and to helping CIA as well  https://t.co/BTSEO9rJsF,google opening chinabased research lab focused artificial intelligence techcrunch lt; smart move helping cia well,0.48,159,113,46,en,0,0,0,[],['https://techcrunch.com/2017/12/12/google-opening-an-office-focused-on-artificial-intelligence-in-china/?utm_source=MIT+Technology+Review&utm_campaign=20d5845213-The_Download&utm_medium=email&utm_term=0_997ed6f472-20d5845213-153856085']
